"","year","cat","role_to","role_from","count","year_cat_count"
"856",1937,"Literature","Committee","Governing",78,2622
"857",1937,"Literature","Laureate","Governing",13,2622
"858",1937,"Literature","Laureate","Nominee",37,2622
"859",1937,"Literature","Nominator","Committee",348,2622
"860",1937,"Literature","Nominee","Nominator",2146,2622
"861",1937,"Medicine","Committee","Governing",138,14675
"862",1937,"Medicine","Laureate","Governing",23,14675
"863",1937,"Medicine","Laureate","Nominee",82,14675
"864",1937,"Medicine","Nominator","Committee",984,14675
"865",1937,"Medicine","Nominee","Nominator",13448,14675
"866",1937,"Peace","Committee","Governing",600,3694
"867",1937,"Peace","Laureate","Governing",150,3694
"868",1937,"Peace","Laureate","Nominee",40,3694
"869",1937,"Peace","Nominator","Committee",264,3694
"870",1937,"Peace","Nominee","Nominator",2640,3694
"871",1937,"Physics","Committee","Governing",1060,2944
"872",1937,"Physics","Laureate","Governing",424,2944
"873",1937,"Physics","Laureate","Nominee",60,2944
"874",1937,"Physics","Nominator","Committee",200,2944
"875",1937,"Physics","Nominee","Nominator",1200,2944
"876",1938,"Chemistry","Committee","Governing",1075,1609
"877",1938,"Chemistry","Laureate","Governing",215,1609
"878",1938,"Chemistry","Laureate","Nominee",13,1609
"879",1938,"Chemistry","Nominator","Committee",85,1609
"880",1938,"Chemistry","Nominee","Nominator",221,1609
"881",1938,"Literature","Committee","Governing",78,1695
"882",1938,"Literature","Laureate","Governing",13,1695
"883",1938,"Literature","Laureate","Nominee",29,1695
"884",1938,"Literature","Nominator","Committee",270,1695
"885",1938,"Literature","Nominee","Nominator",1305,1695
"886",1938,"Medicine","Committee","Governing",198,6473
"887",1938,"Medicine","Laureate","Governing",22,6473
"888",1938,"Medicine","Laureate","Nominee",53,6473
"889",1938,"Medicine","Nominator","Committee",900,6473
"890",1938,"Medicine","Nominee","Nominator",5300,6473
"891",1938,"Peace","Committee","Governing",1050,5287
"892",1938,"Peace","Laureate","Governing",150,5287
"893",1938,"Peace","Laureate","Nominee",39,5287
"894",1938,"Peace","Nominator","Committee",616,5287
"895",1938,"Peace","Nominee","Nominator",3432,5287
"896",1938,"Physics","Committee","Governing",1075,1676
"897",1938,"Physics","Laureate","Governing",215,1676
"898",1938,"Physics","Laureate","Nominee",12,1676
"899",1938,"Physics","Nominator","Committee",110,1676
"900",1938,"Physics","Nominee","Nominator",264,1676
"901",1939,"Chemistry","Committee","Governing",1115,2496
"902",1939,"Chemistry","Laureate","Governing",446,2496
"903",1939,"Chemistry","Laureate","Nominee",44,2496
"904",1939,"Chemistry","Nominator","Committee",165,2496
"905",1939,"Chemistry","Nominee","Nominator",726,2496
"906",1939,"Literature","Committee","Governing",78,1645
"907",1939,"Literature","Laureate","Governing",13,1645
"908",1939,"Literature","Laureate","Nominee",33,1645
"909",1939,"Literature","Nominator","Committee",234,1645
"910",1939,"Literature","Nominee","Nominator",1287,1645
"911",1939,"Medicine","Committee","Governing",175,6557
"912",1939,"Medicine","Laureate","Governing",25,6557
"913",1939,"Medicine","Laureate","Nominee",67,6557
"914",1939,"Medicine","Nominator","Committee",595,6557
"915",1939,"Medicine","Nominee","Nominator",5695,6557
"916",1939,"Peace","Committee","Governing",900,2610
"917",1939,"Peace","Nominator","Committee",342,2610
"918",1939,"Peace","Nominee","Nominator",1368,2610
"919",1939,"Physics","Committee","Governing",1115,2386
"920",1939,"Physics","Laureate","Governing",223,2386
"921",1939,"Physics","Laureate","Nominee",22,2386
"922",1939,"Physics","Nominator","Committee",190,2386
"923",1939,"Physics","Nominee","Nominator",836,2386
"924",1940,"Chemistry","Committee","Governing",1105,1819
"925",1940,"Chemistry","Nominator","Committee",170,1819
"926",1940,"Chemistry","Nominee","Nominator",544,1819
"927",1940,"Literature","Committee","Governing",78,728
"928",1940,"Literature","Nominator","Committee",156,728
"929",1940,"Literature","Nominee","Nominator",494,728
"930",1940,"Medicine","Committee","Governing",196,2450
"931",1940,"Medicine","Nominator","Committee",343,2450
"932",1940,"Medicine","Nominee","Nominator",1911,2450
"933",1940,"Peace","Committee","Governing",900,900
"934",1940,"Physics","Committee","Governing",1105,1880
"935",1940,"Physics","Nominator","Committee",155,1880
"936",1940,"Physics","Nominee","Nominator",620,1880
"937",1941,"Chemistry","Committee","Governing",860,1366
"938",1941,"Chemistry","Nominator","Committee",92,1366
"939",1941,"Chemistry","Nominee","Nominator",414,1366
"940",1941,"Literature","Committee","Governing",65,445
"941",1941,"Literature","Nominator","Committee",95,445
"942",1941,"Literature","Nominee","Nominator",285,445
"943",1941,"Medicine","Committee","Governing",180,2130
"944",1941,"Medicine","Nominator","Committee",300,2130
"945",1941,"Medicine","Nominee","Nominator",1650,2130
"946",1941,"Peace","Committee","Governing",750,798
"947",1941,"Peace","Nominator","Committee",30,798
"948",1941,"Peace","Nominee","Nominator",18,798
"949",1941,"Physics","Committee","Governing",1075,1360
"950",1941,"Physics","Nominator","Committee",75,1360
"951",1941,"Physics","Nominee","Nominator",210,1360
"952",1942,"Chemistry","Committee","Governing",1085,1760
"953",1942,"Chemistry","Nominator","Committee",135,1760
"954",1942,"Chemistry","Nominee","Nominator",540,1760
"955",1942,"Literature","Committee","Governing",78,672
"956",1942,"Literature","Nominator","Committee",162,672
"957",1942,"Literature","Nominee","Nominator",432,672
"958",1942,"Medicine","Committee","Governing",224,1260
"959",1942,"Medicine","Nominator","Committee",196,1260
"960",1942,"Medicine","Nominee","Nominator",840,1260
"961",1942,"Peace","Committee","Governing",750,750
"962",1942,"Physics","Committee","Governing",1085,1425
"963",1942,"Physics","Nominator","Committee",100,1425
"964",1942,"Physics","Nominee","Nominator",240,1425
"965",1943,"Chemistry","Committee","Governing",904,1432
"966",1943,"Chemistry","Laureate","Governing",226,1432
"967",1943,"Chemistry","Laureate","Nominee",13,1432
"968",1943,"Chemistry","Nominator","Committee",68,1432
"969",1943,"Chemistry","Nominee","Nominator",221,1432
"970",1943,"Literature","Committee","Governing",78,546
"971",1943,"Literature","Nominator","Committee",108,546
"972",1943,"Literature","Nominee","Nominator",360,546
"973",1943,"Medicine","Committee","Governing",180,1243
"974",1943,"Medicine","Laureate","Governing",60,1243
"975",1943,"Medicine","Laureate","Nominee",58,1243
"976",1943,"Medicine","Nominator","Committee",162,1243
"977",1943,"Medicine","Nominee","Nominator",783,1243
"978",1943,"Peace","Committee","Governing",750,750
"979",1943,"Physics","Committee","Governing",1130,1771
"980",1943,"Physics","Laureate","Governing",226,1771
"981",1943,"Physics","Laureate","Nominee",16,1771
"982",1943,"Physics","Nominator","Committee",95,1771
"983",1943,"Physics","Nominee","Nominator",304,1771
"984",1944,"Chemistry","Committee","Governing",1125,2430
"985",1944,"Chemistry","Laureate","Governing",225,2430
"986",1944,"Chemistry","Laureate","Nominee",26,2430
"987",1944,"Chemistry","Nominator","Committee",170,2430
"988",1944,"Chemistry","Nominee","Nominator",884,2430
"989",1944,"Literature","Committee","Governing",78,706
"990",1944,"Literature","Laureate","Governing",13,706
"991",1944,"Literature","Laureate","Nominee",21,706
"992",1944,"Literature","Nominator","Committee",132,706
"993",1944,"Literature","Nominee","Nominator",462,706
"994",1944,"Medicine","Committee","Governing",217,758
"995",1944,"Medicine","Laureate","Governing",62,758
"996",1944,"Medicine","Laureate","Nominee",44,758
"997",1944,"Medicine","Nominator","Committee",105,758
"998",1944,"Medicine","Nominee","Nominator",330,758
"999",1944,"Peace","Committee","Governing",750,900
"1000",1944,"Peace","Laureate","Governing",150,900
"1001",1944,"Physics","Committee","Governing",1125,1753
"1002",1944,"Physics","Laureate","Governing",225,1753
"1003",1944,"Physics","Laureate","Nominee",19,1753
"1004",1944,"Physics","Nominator","Committee",80,1753
"1005",1944,"Physics","Nominee","Nominator",304,1753
"1006",1945,"Chemistry","Committee","Governing",1155,1837
"1007",1945,"Chemistry","Laureate","Governing",231,1837
"1008",1945,"Chemistry","Laureate","Nominee",14,1837
"1009",1945,"Chemistry","Nominator","Committee",115,1837
"1010",1945,"Chemistry","Nominee","Nominator",322,1837
"1011",1945,"Literature","Committee","Governing",78,613
"1012",1945,"Literature","Laureate","Governing",13,613
"1013",1945,"Literature","Laureate","Nominee",18,613
"1014",1945,"Literature","Nominator","Committee",126,613
"1015",1945,"Literature","Nominee","Nominator",378,613
"1016",1945,"Medicine","Committee","Governing",231,1029
"1017",1945,"Medicine","Laureate","Governing",99,1029
"1018",1945,"Medicine","Laureate","Nominee",39,1029
"1019",1945,"Medicine","Nominator","Committee",231,1029
"1020",1945,"Medicine","Nominee","Nominator",429,1029
"1021",1945,"Peace","Committee","Governing",1530,1943
"1022",1945,"Peace","Laureate","Governing",306,1943
"1023",1945,"Peace","Laureate","Nominee",11,1943
"1024",1945,"Peace","Nominator","Committee",30,1943
"1025",1945,"Peace","Nominee","Nominator",66,1943
"1026",1945,"Physics","Committee","Governing",1155,1881
"1027",1945,"Physics","Laureate","Governing",231,1881
"1028",1945,"Physics","Laureate","Nominee",20,1881
"1029",1945,"Physics","Nominator","Committee",95,1881
"1030",1945,"Physics","Nominee","Nominator",380,1881
"1031",1946,"Chemistry","Committee","Governing",1175,2740
"1032",1946,"Chemistry","Laureate","Governing",705,2740
"1033",1946,"Chemistry","Laureate","Nominee",60,2740
"1034",1946,"Chemistry","Nominator","Committee",160,2740
"1035",1946,"Chemistry","Nominee","Nominator",640,2740
"1036",1946,"Literature","Committee","Governing",65,802
"1037",1946,"Literature","Laureate","Governing",13,802
"1038",1946,"Literature","Laureate","Nominee",22,802
"1039",1946,"Literature","Nominator","Committee",130,802
"1040",1946,"Literature","Nominee","Nominator",572,802
"1041",1946,"Medicine","Committee","Governing",238,2766
"1042",1946,"Medicine","Laureate","Governing",34,2766
"1043",1946,"Medicine","Laureate","Nominee",34,2766
"1044",1946,"Medicine","Nominator","Committee",420,2766
"1045",1946,"Medicine","Nominee","Nominator",2040,2766
"1046",1946,"Peace","Committee","Governing",1106,2056
"1047",1946,"Peace","Laureate","Governing",316,2056
"1048",1946,"Peace","Laureate","Nominee",22,2056
"1049",1946,"Peace","Nominator","Committee",238,2056
"1050",1946,"Peace","Nominee","Nominator",374,2056
"1051",1946,"Physics","Committee","Governing",1175,2133
"1052",1946,"Physics","Laureate","Governing",235,2133
"1053",1946,"Physics","Laureate","Nominee",23,2133
"1054",1946,"Physics","Nominator","Committee",125,2133
"1055",1946,"Physics","Nominee","Nominator",575,2133
"1056",1947,"Chemistry","Committee","Governing",1215,2203
"1057",1947,"Chemistry","Laureate","Governing",243,2203
"1058",1947,"Chemistry","Laureate","Nominee",20,2203
"1059",1947,"Chemistry","Nominator","Committee",145,2203
"1060",1947,"Chemistry","Nominee","Nominator",580,2203
"1061",1947,"Literature","Committee","Governing",52,1660
"1062",1947,"Literature","Laureate","Governing",13,1660
"1063",1947,"Literature","Laureate","Nominee",35,1660
"1064",1947,"Literature","Nominator","Committee",160,1660
"1065",1947,"Literature","Nominee","Nominator",1400,1660
"1066",1947,"Medicine","Committee","Governing",252,4651
"1067",1947,"Medicine","Laureate","Governing",108,4651
"1068",1947,"Medicine","Laureate","Nominee",126,4651
"1069",1947,"Medicine","Nominator","Committee",595,4651
"1070",1947,"Medicine","Nominee","Nominator",3570,4651
"1071",1947,"Peace","Committee","Governing",948,2241
"1072",1947,"Peace","Laureate","Governing",474,2241
"1073",1947,"Peace","Laureate","Nominee",63,2241
"1074",1947,"Peace","Nominator","Committee",168,2241
"1075",1947,"Peace","Nominee","Nominator",588,2241
"1076",1947,"Physics","Committee","Governing",1458,2640
"1077",1947,"Physics","Laureate","Governing",243,2640
"1078",1947,"Physics","Laureate","Nominee",29,2640
"1079",1947,"Physics","Nominator","Committee",156,2640
"1080",1947,"Physics","Nominee","Nominator",754,2640
"1081",1948,"Chemistry","Committee","Governing",1265,4537
"1082",1948,"Chemistry","Laureate","Governing",253,4537
"1083",1948,"Chemistry","Laureate","Nominee",37,4537
"1084",1948,"Chemistry","Nominator","Committee",355,4537
"1085",1948,"Chemistry","Nominee","Nominator",2627,4537
"1086",1948,"Literature","Committee","Governing",52,1465
"1087",1948,"Literature","Laureate","Governing",13,1465
"1088",1948,"Literature","Laureate","Nominee",32,1465
"1089",1948,"Literature","Nominator","Committee",152,1465
"1090",1948,"Literature","Nominee","Nominator",1216,1465
"1091",1948,"Medicine","Committee","Governing",252,8421
"1092",1948,"Medicine","Laureate","Governing",36,8421
"1093",1948,"Medicine","Laureate","Nominee",48,8421
"1094",1948,"Medicine","Nominator","Committee",1029,8421
"1095",1948,"Medicine","Nominee","Nominator",7056,8421
"1096",1948,"Peace","Committee","Governing",820,3314
"1097",1948,"Peace","Nominator","Committee",430,3314
"1098",1948,"Peace","Nominee","Nominator",2064,3314
"1099",1948,"Physics","Committee","Governing",1265,2703
"1100",1948,"Physics","Laureate","Governing",253,2703
"1101",1948,"Physics","Laureate","Nominee",29,2703
"1102",1948,"Physics","Nominator","Committee",170,2703
"1103",1948,"Physics","Nominee","Nominator",986,2703
"1104",1949,"Chemistry","Committee","Governing",1265,3932
"1105",1949,"Chemistry","Laureate","Governing",253,3932
"1106",1949,"Chemistry","Laureate","Nominee",36,3932
"1107",1949,"Chemistry","Nominator","Committee",290,3932
"1108",1949,"Chemistry","Nominee","Nominator",2088,3932
"1109",1949,"Literature","Committee","Governing",52,1465
"1110",1949,"Literature","Laureate","Governing",13,1465
"1111",1949,"Literature","Laureate","Nominee",35,1465
"1112",1949,"Literature","Nominator","Committee",140,1465
"1113",1949,"Literature","Nominee","Nominator",1225,1465
"1114",1949,"Medicine","Committee","Governing",259,6682
"1115",1949,"Medicine","Laureate","Governing",74,6682
"1116",1949,"Medicine","Laureate","Nominee",112,6682
"1117",1949,"Medicine","Nominator","Committee",693,6682
"1118",1949,"Medicine","Nominee","Nominator",5544,6682
"1119",1949,"Peace","Committee","Governing",640,2545
"1120",1949,"Peace","Laureate","Governing",160,2545
"1121",1949,"Peace","Laureate","Nominee",29,2545
"1122",1949,"Peace","Nominator","Committee",208,2545
"1123",1949,"Peace","Nominee","Nominator",1508,2545
"1124",1949,"Physics","Committee","Governing",1265,3686
"1125",1949,"Physics","Laureate","Governing",253,3686
"1126",1949,"Physics","Laureate","Nominee",36,3686
"1127",1949,"Physics","Nominator","Committee",260,3686
"1128",1949,"Physics","Nominee","Nominator",1872,3686
"1129",1950,"Chemistry","Committee","Governing",1250,5827
"1130",1950,"Chemistry","Laureate","Governing",500,5827
"1131",1950,"Chemistry","Laureate","Nominee",112,5827
"1132",1950,"Chemistry","Nominator","Committee",325,5827
"1133",1950,"Chemistry","Nominee","Nominator",3640,5827
"1134",1950,"Literature","Committee","Governing",52,3599
"1135",1950,"Literature","Laureate","Governing",13,3599
"1136",1950,"Literature","Laureate","Nominee",54,3599
"1137",1950,"Literature","Nominator","Committee",240,3599
"1138",1950,"Literature","Nominee","Nominator",3240,3599
"1139",1950,"Medicine","Committee","Governing",259,10379
"1140",1950,"Medicine","Laureate","Governing",111,10379
"1141",1950,"Medicine","Laureate","Nominee",234,10379
"1142",1950,"Medicine","Nominator","Committee",805,10379
"1143",1950,"Medicine","Nominee","Nominator",8970,10379
"1144",1950,"Peace","Committee","Governing",1264,4348
"1145",1950,"Peace","Laureate","Governing",316,4348
"1146",1950,"Peace","Laureate","Nominee",32,4348
"1147",1950,"Peace","Nominator","Committee",304,4348
"1148",1950,"Peace","Nominee","Nominator",2432,4348
"1149",1950,"Physics","Committee","Governing",1250,2881
"1150",1950,"Physics","Laureate","Governing",250,2881
"1151",1950,"Physics","Laureate","Nominee",28,2881
"1152",1950,"Physics","Nominator","Committee",205,2881
"1153",1950,"Physics","Nominee","Nominator",1148,2881
"1154",1951,"Chemistry","Committee","Governing",1275,3455
"1155",1951,"Chemistry","Laureate","Governing",510,3455
"1156",1951,"Chemistry","Laureate","Nominee",50,3455
"1157",1951,"Chemistry","Nominator","Committee",270,3455
"1158",1951,"Chemistry","Nominee","Nominator",1350,3455
"1159",1951,"Literature","Committee","Governing",39,1858
"1160",1951,"Literature","Laureate","Governing",13,1858
"1161",1951,"Literature","Laureate","Nominee",24,1858
"1162",1951,"Literature","Nominator","Committee",198,1858
"1163",1951,"Literature","Nominee","Nominator",1584,1858
"1164",1951,"Medicine","Committee","Governing",280,10686
"1165",1951,"Medicine","Laureate","Governing",35,10686
"1166",1951,"Medicine","Laureate","Nominee",89,10686
"1167",1951,"Medicine","Nominator","Committee",848,10686
"1168",1951,"Medicine","Nominee","Nominator",9434,10686
"1169",1951,"Peace","Committee","Governing",644,4662
"1170",1951,"Peace","Laureate","Governing",161,4662
"1171",1951,"Peace","Laureate","Nominee",35,4662
"1172",1951,"Peace","Nominator","Committee",392,4662
"1173",1951,"Peace","Nominee","Nominator",3430,4662
"1174",1951,"Physics","Committee","Governing",1275,3815
"1175",1951,"Physics","Laureate","Governing",510,3815
"1176",1951,"Physics","Laureate","Nominee",70,3815
"1177",1951,"Physics","Nominator","Committee",245,3815
"1178",1951,"Physics","Nominee","Nominator",1715,3815
"1179",1952,"Chemistry","Committee","Governing",1290,4901
"1180",1952,"Chemistry","Laureate","Governing",516,4901
"1181",1952,"Chemistry","Laureate","Nominee",80,4901
"1182",1952,"Chemistry","Nominator","Committee",335,4901
"1183",1952,"Chemistry","Nominee","Nominator",2680,4901
"1184",1952,"Literature","Committee","Governing",39,2285
"1185",1952,"Literature","Laureate","Governing",13,2285
"1186",1952,"Literature","Laureate","Nominee",40,2285
"1187",1952,"Literature","Nominator","Committee",153,2285
"1188",1952,"Literature","Nominee","Nominator",2040,2285
"1189",1952,"Medicine","Committee","Governing",266,10187
"1190",1952,"Medicine","Laureate","Governing",38,10187
"1191",1952,"Medicine","Laureate","Nominee",79,10187
"1192",1952,"Medicine","Nominator","Committee",798,10187
"1193",1952,"Medicine","Nominee","Nominator",9006,10187
"1194",1952,"Peace","Committee","Governing",640,3456
"1195",1952,"Peace","Laureate","Governing",160,3456
"1196",1952,"Peace","Laureate","Nominee",31,3456
"1197",1952,"Peace","Nominator","Committee",300,3456
"1198",1952,"Peace","Nominee","Nominator",2325,3456
"1199",1952,"Physics","Committee","Governing",1290,3590
"1200",1952,"Physics","Laureate","Governing",516,3590
"1201",1952,"Physics","Laureate","Nominee",68,3590
"1202",1952,"Physics","Nominator","Committee",220,3590
"1203",1952,"Physics","Nominee","Nominator",1496,3590
"1204",1953,"Chemistry","Committee","Governing",1260,3367
"1205",1953,"Chemistry","Laureate","Governing",252,3367
"1206",1953,"Chemistry","Laureate","Nominee",25,3367
"1207",1953,"Chemistry","Nominator","Committee",305,3367
"1208",1953,"Chemistry","Nominee","Nominator",1525,3367
"1209",1953,"Literature","Committee","Governing",39,1209
"1210",1953,"Literature","Laureate","Governing",13,1209
"1211",1953,"Literature","Laureate","Nominee",26,1209
"1212",1953,"Literature","Nominator","Committee",117,1209
"1213",1953,"Literature","Nominee","Nominator",1014,1209
"1214",1953,"Medicine","Committee","Governing",296,18999
"1215",1953,"Medicine","Laureate","Governing",74,18999
"1216",1953,"Medicine","Laureate","Nominee",210,18999
"1217",1953,"Medicine","Nominator","Committee",1304,18999
"1218",1953,"Medicine","Nominee","Nominator",17115,18999
"1219",1953,"Peace","Committee","Governing",640,4954
"1220",1953,"Peace","Laureate","Governing",160,4954
"1221",1953,"Peace","Laureate","Nominee",38,4954
"1222",1953,"Peace","Nominator","Committee",392,4954
"1223",1953,"Peace","Nominee","Nominator",3724,4954
"1224",1953,"Physics","Committee","Governing",1260,3899
"1225",1953,"Physics","Laureate","Governing",252,3899
"1226",1953,"Physics","Laureate","Nominee",41,3899
"1227",1953,"Physics","Nominator","Committee",255,3899
"1228",1953,"Physics","Nominee","Nominator",2091,3899
"1229",1954,"Chemistry","Committee","Governing",1265,3785
"1230",1954,"Chemistry","Laureate","Governing",253,3785
"1231",1954,"Chemistry","Laureate","Nominee",27,3785
"1232",1954,"Chemistry","Nominator","Committee",350,3785
"1233",1954,"Chemistry","Nominee","Nominator",1890,3785
"1234",1954,"Literature","Committee","Governing",39,1129
"1235",1954,"Literature","Laureate","Governing",13,1129
"1236",1954,"Literature","Laureate","Nominee",27,1129
"1237",1954,"Literature","Nominator","Committee",105,1129
"1238",1954,"Literature","Nominee","Nominator",945,1129
"1239",1954,"Medicine","Committee","Governing",273,390
"1240",1954,"Medicine","Laureate","Governing",117,390
"1241",1954,"Peace","Committee","Governing",1260,3108
"1242",1954,"Peace","Laureate","Governing",315,3108
"1243",1954,"Peace","Laureate","Nominee",25,3108
"1244",1954,"Peace","Nominator","Committee",208,3108
"1245",1954,"Peace","Nominee","Nominator",1300,3108
"1246",1954,"Physics","Committee","Governing",1265,3961
"1247",1954,"Physics","Laureate","Governing",506,3961
"1248",1954,"Physics","Laureate","Nominee",70,3961
"1249",1954,"Physics","Nominator","Committee",265,3961
"1250",1954,"Physics","Nominee","Nominator",1855,3961
"1251",1955,"Chemistry","Committee","Governing",1265,4140
"1252",1955,"Chemistry","Laureate","Governing",253,4140
"1253",1955,"Chemistry","Laureate","Nominee",32,4140
"1254",1955,"Chemistry","Nominator","Committee",350,4140
"1255",1955,"Chemistry","Nominee","Nominator",2240,4140
"1256",1955,"Literature","Committee","Governing",39,2842
"1257",1955,"Literature","Laureate","Governing",13,2842
"1258",1955,"Literature","Laureate","Nominee",46,2842
"1259",1955,"Literature","Nominator","Committee",168,2842
"1260",1955,"Literature","Nominee","Nominator",2576,2842
"1261",1955,"Medicine","Committee","Governing",228,266
"1262",1955,"Medicine","Laureate","Governing",38,266
"1263",1955,"Peace","Committee","Governing",644,3186
"1264",1955,"Peace","Nominator","Committee",248,3186
"1265",1955,"Peace","Nominee","Nominator",2294,3186
"1266",1955,"Physics","Committee","Governing",1265,4461
"1267",1955,"Physics","Laureate","Governing",506,4461
"1268",1955,"Physics","Laureate","Nominee",80,4461
"1269",1955,"Physics","Nominator","Committee",290,4461
"1270",1955,"Physics","Nominee","Nominator",2320,4461
"1271",1956,"Chemistry","Committee","Governing",1295,5191
"1272",1956,"Chemistry","Laureate","Governing",518,5191
"1273",1956,"Chemistry","Laureate","Nominee",78,5191
"1274",1956,"Chemistry","Nominator","Committee",375,5191
"1275",1956,"Chemistry","Nominee","Nominator",2925,5191
